trial,ns
1898,41.0
1899,41.0
1900,41.0
1901,41.0
1902,41.0
1903,42.0
1904,41.0
1905,40.0
1906,40.0
1907,41.0
1908,40.0
1909,41.0
1910,41.0
1911,41.0
1912,41.0
1913,41.0
1914,40.0
1915,41.0
1916,41.0
1917,40.0
1918,41.0
1919,41.0
1920,41.0
1921,41.0
1922,40.0
1923,41.0
1924,41.0
1925,41.0
1926,41.0
1927,41.0
1928,42.0
1929,40.0
1930,41.0
1931,40.0
1932,40.0
1933,40.0
1934,41.0
1935,41.0
1936,41.0
1937,41.0
1938,41.0
1939,42.0
1940,41.0
1941,40.0
1942,40.0
1943,41.0
1944,41.0
1945,39.0
1946,41.0
1947,40.0
1948,40.0
1949,41.0
1950,41.0
1951,41.0
1952,40.0
1953,42.0
1954,41.0
1955,41.0
1956,40.0
1957,41.0
1958,40.0
1959,39.0
1960,41.0
1961,41.0
1962,40.0
1963,40.0
1964,41.0
1965,41.0
1966,41.0
1967,40.0
1968,42.0
1969,41.0
1970,41.0
1971,41.0
1972,40.0
1973,40.0
1974,42.0
1975,40.0
1976,41.0
1977,41.0
1978,39.0
1979,41.0
1980,40.0
1981,41.0
1982,41.0
1983,39.0
1984,39.0
1985,42.0
1986,40.0
1987,41.0
1988,41.0
1989,41.0
1990,40.0
1991,41.0
1992,40.0
1993,42.0
1994,41.0
1995,41.0
1996,42.0
1997,39.0
1998,41.0
1999,42.0
2000,41.0
2001,41.0
2002,42.0
2003,39.0
2004,40.0
2005,39.0
2006,39.0
2007,41.0
2008,41.0
2009,40.0
2010,41.0
2011,41.0
2012,40.0
2013,40.0
2014,41.0
2015,41.0
2016,41.0
2017,41.0
2018,40.0
2019,41.0
2020,42.0
2021,41.0
2022,40.0
2023,40.0
2024,40.0
2025,42.0
2026,41.0
2027,41.0
2028,41.0
2029,40.0
2030,41.0
2031,40.0
2032,42.0
2033,41.0
2034,40.0
2035,40.0
2036,39.0
2037,40.0
2038,40.0
2039,41.0
2040,41.0
2041,42.0
2042,40.0
2043,41.0
2044,41.0
2045,42.0
2046,41.0
2047,40.0
2048,40.0
2049,41.0
2050,41.0
2051,40.0
2052,41.0
2053,41.0
2054,41.0
2055,40.0
2056,40.0
2057,39.0
2058,42.0
2059,42.0
2060,41.0
2061,41.0
2062,41.0
2063,39.0
2064,41.0
2065,41.0
2066,41.0
2067,42.0
2068,40.0
2069,41.0
2070,40.0
2071,41.0
2072,41.0
2073,42.0
2074,40.0
2075,41.0
2076,41.0
2077,39.0
2078,41.0
2079,40.0
2080,41.0
2081,40.0
2082,41.0
2083,40.0
2084,40.0
2085,40.0
2086,41.0
2087,41.0
2088,41.0
2089,41.0
2090,40.0
2091,41.0
2092,42.0
2093,41.0
2094,41.0
2095,42.0
2096,41.0
2097,41.0
2098,41.0
2099,40.0
2100,40.0
2101,40.0
2102,41.0
2103,41.0
2104,40.0
2105,40.0
2106,41.0
2107,41.0
2108,41.0
2109,39.0
2110,42.0
2111,41.0
2112,41.0
2113,42.0
2114,39.0
2115,41.0
2116,41.0
2117,41.0
2118,40.0
2119,40.0
2120,41.0
2121,41.0
2122,40.0
2123,42.0
2124,41.0
2125,41.0
2126,41.0
2127,41.0
2128,42.0
2129,41.0
2130,41.0
2131,40.0
2132,41.0
2133,41.0
2134,39.0
2135,41.0
